customer_id,first_name,last_name,email,active,address,district,postal_code,city,country,total_rentals,total_payments,first_rental,last_rental,avg_rental_duration
11,lisa,anderson,lisa.anderson@sakilacustomer.org,1,"1542 tarlac parkway",kanagawa,1027,sagamihara,japan,23,105.77,"2005-05-30 22:59:12","2005-08-22 17:46:41",5.6957
12,nancy,thomas,nancy.thomas@sakilacustomer.org,1,"808 bhopal manor",haryana,10672,"yamuna nagar",india,28,103.72,"2005-05-30 23:08:03","2005-08-23 20:28:44",5.2857
13,karen,jackson,karen.jackson@sakilacustomer.org,1,"270 amroha parkway",osmaniye,29610,osmaniye,turkey,27,131.73,"2005-06-17 06:54:42","2005-08-22 20:51:24",5.0370
14,betty,white,betty.white@sakilacustomer.org,1,"770 bydgoszcz avenue",california,16266,"citrus heights","united states",27,112.73,"2005-05-26 00:37:28","2005-08-23 22:25:26",5.1111
15,helen,harris,helen.harris@sakilacustomer.org,1,"419 iligan lane","madhya pradesh",72878,bhopal,india,30,130.70,"2005-06-18 21:26:56","2005-08-23 17:12:31",4.8333
16,sandra,martin,sandra.martin@sakilacustomer.org,0,"360 toulouse parkway",england,54308,southend-on-sea,"united kingdom",28,118.72,"2005-05-27 03:07:10","2005-08-21 14:45:34",4.4643
17,donna,thompson,donna.thompson@sakilacustomer.org,1,"270 toulon boulevard",kalmykia,81766,elista,"russian federation",21,98.79,"2005-05-26 19:44:54","2005-08-23 12:41:38",5.0000
18,carol,garcia,carol.garcia@sakilacustomer.org,1,"320 brest avenue",kaduna,43331,kaduna,nigeria,22,91.78,"2005-05-25 06:44:53","2005-08-20 01:29:29",4.0909
19,ruth,martinez,ruth.martinez@sakilacustomer.org,1,"1417 lancaster avenue","northern cape",72192,kimberley,"south africa",24,125.76,"2005-05-25 01:10:47","2005-08-23 03:46:47",5.5417
20,sharon,robinson,sharon.robinson@sakilacustomer.org,1,"1688 okara way","nothwest border prov",21954,mardan,pakistan,30,115.70,"2005-05-26 07:27:36","2005-08-23 01:10:42",4.8667
21,michelle,clark,michelle.clark@sakilacustomer.org,1,"262 a coruña (la coruña) parkway",dhaka,34418,tangail,bangladesh,34,152.66,"2005-05-26 15:42:20","2005-08-22 03:20:26",5.7059
22,laura,rodriguez,laura.rodriguez@sakilacustomer.org,1,"28 charlotte amalie street",rabat-sal-zammour-z,37551,salé,morocco,21,108.79,"2005-05-27 07:49:43","2005-08-23 14:06:19",5.5238
23,sarah,lewis,sarah.lewis@sakilacustomer.org,1,"1780 hino boulevard",liepaja,7716,liepaja,latvia,29,116.71,"2005-05-25 21:20:03","2005-08-21 13:42:45",5.0345
24,kimberly,lee,kimberly.lee@sakilacustomer.org,1,"96 tafuna way",córdoba,99865,córdoba,argentina,25,95.75,"2005-05-31 01:02:28","2005-08-22 21:28:59",4.5200
25,deborah,walker,deborah.walker@sakilacustomer.org,1,"934 san felipe de puerto plata street",sind,99780,shikarpur,pakistan,29,115.71,"2005-05-25 14:31:25","2005-08-23 20:00:30",4.4828
26,jessica,hall,jessica.hall@sakilacustomer.org,1,"18 duisburg boulevard",,58327,"città del vaticano","holy see (vatican city state)",34,152.66,"2005-05-29 16:59:44","2005-08-23 11:16:29",5.3235
27,shirley,allen,shirley.allen@sakilacustomer.org,1,"217 botshabelo place","southern mindanao",49521,davao,philippines,31,126.69,"2005-05-29 16:03:03","2005-08-22 10:00:04",5.3226
28,cynthia,young,cynthia.young@sakilacustomer.org,1,"1425 shikarpur manor",bihar,65599,"munger (monghyr)",india,31,108.69,"2005-05-27 10:37:27","2005-08-23 02:08:40",4.3548
29,angela,hernandez,angela.hernandez@sakilacustomer.org,1,"786 aurora avenue",yamaguchi,65750,shimonoseki,japan,35,139.65,"2005-05-26 06:52:33","2005-08-22 07:53:00",4.8000
30,melissa,king,melissa.king@sakilacustomer.org,1,"1668 anápolis street",taipei,50199,lungtan,taiwan,34,123.66,"2005-06-17 02:39:20","2005-08-23 15:17:14",5.2059
31,brenda,wright,brenda.wright@sakilacustomer.org,1,"33 gorontalo way","west bengali",30348,kamarhati,india,26,104.74,"2005-06-16 10:05:40","2005-08-23 14:58:06",4.6923
32,amy,lopez,amy.lopez@sakilacustomer.org,1,"176 mandaluyong place","uttar pradesh",65213,jhansi,india,29,127.71,"2005-05-27 23:00:25","2005-08-21 16:32:32",5.0345
33,anna,hill,anna.hill@sakilacustomer.org,1,"127 purnea (purnia) manor",piemonte,79388,alessandria,italy,20,90.80,"2005-05-26 02:28:36","2005-08-22 12:28:01",4.5000
34,rebecca,scott,rebecca.scott@sakilacustomer.org,1,"61 tama street",okayama,94065,kurashiki,japan,24,89.76,"2005-06-17 04:29:58","2005-08-21 20:54:32",4.1250
35,virginia,green,virginia.green@sakilacustomer.org,1,"391 callao drive",midi-pyrnes,34021,toulouse,france,32,129.68,"2005-05-25 06:05:20","2005-08-21 22:25:09",5.1875
36,kathleen,adams,kathleen.adams@sakilacustomer.org,1,"334 munger (monghyr) lane",markazi,38145,arak,iran,27,92.73,"2005-05-27 04:53:11","2005-08-23 08:42:40",4.4444
37,pamela,baker,pamela.baker@sakilacustomer.org,1,"1440 fukuyama loop",henan,47929,nanyang,china,23,95.77,"2005-05-25 03:21:20","2005-08-23 22:08:04",5.0000
38,martha,gonzalez,martha.gonzalez@sakilacustomer.org,1,"269 cam ranh parkway",chisinau,34689,chisinau,moldova,34,127.66,"2005-06-15 05:55:40","2005-08-23 11:55:50",5.0882
39,debra,nelson,debra.nelson@sakilacustomer.org,1,"306 antofagasta place","esprito santo",3989,"vila velha",brazil,29,141.71,"2005-06-16 07:49:08","2005-08-22 12:51:38",5.5862
40,amanda,carter,amanda.carter@sakilacustomer.org,1,"671 graz street",oriental,94399,nador,morocco,27,110.73,"2005-05-25 21:19:53","2005-08-22 16:06:49",5.5185
41,stephanie,mitchell,stephanie.mitchell@sakilacustomer.org,1,"42 brindisi place",yerevan,16744,yerevan,armenia,24,115.76,"2005-06-19 03:24:17","2005-08-23 16:08:40",5.1667
42,carolyn,perez,carolyn.perez@sakilacustomer.org,1,"1632 bislig avenue",nonthaburi,61117,"pak kret",thailand,28,111.72,"2005-05-28 17:46:57","2005-08-23 00:42:49",5.0714
43,christine,roberts,christine.roberts@sakilacustomer.org,1,"1447 imus way",tahiti,48942,faaa,"french polynesia",22,95.78,"2005-05-25 20:26:42","2005-08-23 18:51:41",3.7273
44,marie,turner,marie.turner@sakilacustomer.org,1,"1998 halifax drive",lipetsk,76022,lipetsk,"russian federation",25,109.75,"2005-05-25 03:47:12","2005-08-22 10:14:33",4.8000
45,janet,phillips,janet.phillips@sakilacustomer.org,1,"1718 valencia street",antofagasta,37359,antofagasta,chile,27,127.73,"2005-05-26 17:32:11","2005-08-23 22:13:04",5.3333
46,catherine,campbell,catherine.campbell@sakilacustomer.org,1,"46 pjatigorsk lane","moscow (city)",23616,moscow,"russian federation",34,142.66,"2005-05-27 12:57:55","2005-08-23 12:47:26",4.2059
47,frances,parker,frances.parker@sakilacustomer.org,1,"686 garland manor",cear,52535,"juazeiro do norte",brazil,22,108.78,"2005-05-26 03:46:26","2005-08-23 15:39:18",5.6818
48,ann,evans,ann.evans@sakilacustomer.org,1,"909 garland manor",tatarstan,69367,niznekamsk,"russian federation",17,76.83,"2005-05-25 10:52:13","2005-08-22 17:27:23",5.9412
49,joyce,edwards,joyce.edwards@sakilacustomer.org,1,"725 isesaki place",mekka,74428,jedda,"saudi arabia",28,130.72,"2005-05-25 16:32:19","2005-08-21 20:02:18",4.8929
50,diane,collins,diane.collins@sakilacustomer.org,1,"115 hidalgo parkway",khartum,80168,omdurman,sudan,35,169.65,"2005-05-29 11:32:15","2005-08-23 21:25:03",5.5429
51,alice,stewart,alice.stewart@sakilacustomer.org,1,"1135 izumisano parkway",california,48150,fontana,"united states",33,138.67,"2005-05-25 19:37:02","2005-08-22 04:31:50",5.0000
52,julie,sanchez,julie.sanchez@sakilacustomer.org,1,"939 probolinggo loop",galicia,4166,"a coruña (la coruña)",spain,28,102.72,"2005-05-30 05:36:21","2005-08-23 17:00:12",5.5000
53,heather,morris,heather.morris@sakilacustomer.org,1,"17 kabul boulevard",chiba,38594,nagareyama,japan,28,107.72,"2005-05-25 14:13:54","2005-08-22 01:09:04",4.5357
54,teresa,rogers,teresa.rogers@sakilacustomer.org,1,"1964 allappuzha (alleppey) street",yamaguchi,48980,iwakuni,japan,29,128.71,"2005-05-26 07:03:49","2005-08-23 05:20:36",4.3103
55,doris,reed,doris.reed@sakilacustomer.org,1,"1697 kowloon and new kowloon loop",moskova,57807,balašiha,"russian federation",22,100.78,"2005-05-28 08:31:14","2005-08-22 19:37:20",4.0000
56,gloria,cook,gloria.cook@sakilacustomer.org,1,"1668 saint louis place",tahiti,39072,papeete,"french polynesia",29,130.71,"2005-05-25 21:21:56","2005-08-23 10:23:28",5.4483
57,evelyn,morgan,evelyn.morgan@sakilacustomer.org,1,"943 tokat street",vaduz,45428,vaduz,liechtenstein,28,114.72,"2005-05-26 00:41:10","2005-08-23 16:24:24",5.0714
58,jean,bell,jean.bell@sakilacustomer.org,1,"1114 liepaja street",sarawak,69226,kuching,malaysia,26,114.74,"2005-05-26 11:31:50","2005-08-22 07:47:07",4.6154
59,cheryl,murphy,cheryl.murphy@sakilacustomer.org,1,"1213 ranchi parkway",karnataka,94352,mysore,india,27,133.73,"2005-05-26 08:34:41","2005-08-23 17:33:04",5.5926
60,mildred,bailey,mildred.bailey@sakilacustomer.org,1,"81 hodeida way",rajasthan,55561,jaipur,india,23,88.77,"2005-05-26 23:37:39","2005-08-23 08:28:03",5.0000
61,katherine,rivera,katherine.rivera@sakilacustomer.org,1,"915 ponce place",basel-stadt,83980,basel,switzerland,14,58.86,"2005-05-31 22:47:45","2005-08-23 09:35:34",6.0000
62,joan,cooper,joan.cooper@sakilacustomer.org,1,"1717 guadalajara lane",missouri,85505,"saint louis","united states",23,84.77,"2005-05-30 06:54:28","2005-08-23 06:11:52",4.7826
63,ashley,richardson,ashley.richardson@sakilacustomer.org,1,"1214 hanoi way",nebraska,67055,lincoln,"united states",25,112.75,"2005-06-16 21:30:34","2005-08-22 17:30:25",5.6000
64,judith,cox,judith.cox@sakilacustomer.org,0,"1966 amroha avenue",sichuan,70385,daxian,china,32,95.68,"2005-05-28 00:39:31","2005-08-21 07:59:47",4.6250
65,rose,howard,rose.howard@sakilacustomer.org,1,"698 otsu street",cayenne,71110,cayenne,"french guiana",22,103.78,"2005-05-26 20:33:20","2005-08-21 09:08:51",5.6818
66,janice,ward,janice.ward@sakilacustomer.org,1,"1150 kimchon manor","skne ln",96109,malmö,sweden,34,144.66,"2005-05-30 13:08:45","2005-08-23 06:23:26",5.2059
67,kelly,torres,kelly.torres@sakilacustomer.org,1,"1586 guarujá place",hunan,5135,xi´angtan,china,22,99.78,"2005-05-27 02:22:26","2005-08-22 11:19:22",4.8636
68,nicole,peterson,nicole.peterson@sakilacustomer.org,1,"57 arlington manor","madhya pradesh",48960,shivapuri,india,22,94.78,"2005-06-16 22:04:34","2005-08-23 03:36:26",4.5455
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,24,95.76,"2005-05-28 11:49:00","2005-08-23 04:25:50",5.5417
70,christina,ramirez,christina.ramirez@sakilacustomer.org,1,"1124 buenaventura drive",mekka,6856,al-hawiya,"saudi arabia",18,80.82,"2005-05-31 06:24:44","2005-08-23 07:06:38",4.3333
71,kathy,james,kathy.james@sakilacustomer.org,1,"492 cam ranh street","eastern visayas",50805,baybay,philippines,30,129.70,"2005-05-26 07:11:58","2005-08-23 20:44:36",4.5667
72,theresa,watson,theresa.watson@sakilacustomer.org,1,"89 allappuzha (alleppey) manor","national capital reg",75444,taguig,philippines,30,99.70,"2005-05-29 15:08:41","2005-08-22 13:57:55",4.2667
73,beverly,brooks,beverly.brooks@sakilacustomer.org,1,"1947 poços de caldas boulevard",chiayi,60951,chiayi,taiwan,23,94.77,"2005-05-25 10:15:23","2005-08-23 20:47:12",4.2609
74,denise,kelly,denise.kelly@sakilacustomer.org,1,"1206 dos quebradas place","são paulo",20207,"rio claro",brazil,27,103.73,"2005-05-31 16:37:36","2005-08-23 22:26:47",5.5926
75,tammy,sanders,tammy.sanders@sakilacustomer.org,1,"1551 rampur lane",changhwa,72394,changhwa,taiwan,38,146.62,"2005-05-26 04:46:23","2005-08-23 18:23:24",4.9474
76,irene,price,irene.price@sakilacustomer.org,1,"602 paarl street",pavlodar,98889,pavlodar,kazakstan,23,77.77,"2005-05-28 10:44:28","2005-08-23 05:17:23",5.0435
77,jane,bennett,jane.bennett@sakilacustomer.org,1,"1692 ede loop","são paulo",9223,araçatuba,brazil,28,100.72,"2005-05-26 23:52:13","2005-08-22 21:34:00",5.3214
78,lori,wood,lori.wood@sakilacustomer.org,1,"936 salzburg lane","uttar pradesh",96709,"rae bareli",india,31,141.69,"2005-06-18 02:19:21","2005-08-23 22:18:51",5.7097
79,rachel,barnes,rachel.barnes@sakilacustomer.org,1,"586 tete way",kanagawa,1079,kamakura,japan,22,84.78,"2005-05-30 00:28:41","2005-08-21 03:14:27",4.6364
80,marilyn,ross,marilyn.ross@sakilacustomer.org,1,"1888 kabul drive","oyo & osun",20936,ife,nigeria,29,134.71,"2005-06-19 05:48:26","2005-08-23 21:13:39",5.4483
81,andrea,henderson,andrea.henderson@sakilacustomer.org,1,"320 baiyin parkway",mahajanga,37307,mahajanga,madagascar,22,93.78,"2005-05-26 20:01:09","2005-08-23 16:45:28",4.3636
82,kathryn,coleman,kathryn.coleman@sakilacustomer.org,1,"927 bahía blanca parkway",krim,9495,simferopol,ukraine,26,130.74,"2005-05-25 23:59:03","2005-08-23 03:12:54",6.1154
83,louise,jenkins,louise.jenkins@sakilacustomer.org,1,"929 tallahassee loop",gauteng,74671,springs,"south africa",24,96.76,"2005-05-26 10:14:38","2005-08-23 11:52:18",4.5000
84,sara,perry,sara.perry@sakilacustomer.org,1,"125 città del vaticano boulevard",puebla,67912,atlixco,mexico,33,141.67,"2005-05-27 13:57:39","2005-08-22 18:16:50",4.3636
85,anne,powell,anne.powell@sakilacustomer.org,1,"1557 kütahya boulevard",england,88002,bradford,"united kingdom",23,87.77,"2005-05-29 00:54:53","2005-08-20 10:25:12",4.0870
86,jacqueline,long,jacqueline.long@sakilacustomer.org,1,"870 ashqelon loop",songkhla,84931,songkhla,thailand,33,148.67,"2005-05-25 09:35:12","2005-08-23 18:45:06",4.5758
87,wanda,patterson,wanda.patterson@sakilacustomer.org,1,"1740 portoviejo avenue",sucre,29932,sincelejo,colombia,29,140.71,"2005-05-27 19:27:54","2005-08-23 16:58:12",4.8966
88,bonnie,hughes,bonnie.hughes@sakilacustomer.org,1,"1942 ciparay parkway",cheju,82624,cheju,"south korea",21,87.79,"2005-05-25 04:36:26","2005-08-23 17:13:01",5.8571
89,julia,flores,julia.flores@sakilacustomer.org,1,"1926 el alto avenue","buenos aires",75543,"la plata",argentina,32,134.68,"2005-05-25 23:34:53","2005-08-23 15:38:34",5.4688
90,ruby,washington,ruby.washington@sakilacustomer.org,1,"1952 chatsworth drive",guangdong,25958,meixian,china,28,110.72,"2005-06-17 13:24:43","2005-08-23 09:16:39",5.1786
91,lois,butler,lois.butler@sakilacustomer.org,1,"1370 le mans avenue","brunei and muara",52163,"bandar seri begawan",brunei,34,108.66,"2005-05-26 09:17:43","2005-08-23 16:50:53",5.1471
92,tina,simmons,tina.simmons@sakilacustomer.org,1,"984 effon-alaiye avenue",gois,17119,goiânia,brazil,28,133.72,"2005-05-26 16:22:01","2005-08-22 07:53:14",5.1786
93,phyllis,foster,phyllis.foster@sakilacustomer.org,1,"832 nakhon sawan manor","inner mongolia",49021,zalantun,china,23,91.77,"2005-05-25 19:07:40","2005-08-23 17:48:30",5.1304
94,norma,gonzales,norma.gonzales@sakilacustomer.org,1,"152 kitwe parkway",caraga,53182,bislig,philippines,20,74.80,"2005-05-25 21:10:40","2005-08-23 10:00:24",5.2000
95,paula,bryant,paula.bryant@sakilacustomer.org,1,"1697 tanauan lane",punjab,22870,pathankot,india,18,77.82,"2005-05-28 00:09:56","2005-08-21 03:51:52",5.0556
96,diana,alexander,diana.alexander@sakilacustomer.org,1,"1308 arecibo way",georgia,30695,"augusta-richmond county","united states",27,105.73,"2005-06-15 07:11:39","2005-08-23 20:24:36",4.7407
97,annie,russell,annie.russell@sakilacustomer.org,1,"1599 plock drive",tete,71986,tete,mozambique,18,58.82,"2005-06-17 17:14:00","2005-08-22 08:20:15",3.5556
98,lillian,griffin,lillian.griffin@sakilacustomer.org,1,"669 firozabad loop","abu dhabi",92265,al-ayn,"united arab emirates",25,106.75,"2005-05-26 08:48:49","2005-08-23 03:58:28",5.0000
99,emily,diaz,emily.diaz@sakilacustomer.org,1,"588 vila velha manor",kyongsangbuk,51540,kimchon,"south korea",23,90.77,"2005-05-30 03:54:43","2005-08-19 02:50:36",4.2174
100,robin,hayes,robin.hayes@sakilacustomer.org,1,"1913 kamakura place",lipetsk,97287,jelets,"russian federation",23,101.77,"2005-05-25 10:26:39","2005-08-22 17:50:49",4.6522
101,peggy,myers,peggy.myers@sakilacustomer.org,1,"733 mandaluyong place",asir,77459,abha,"saudi arabia",23,95.77,"2005-05-27 21:13:10","2005-08-22 12:01:06",4.9565
102,crystal,ford,crystal.ford@sakilacustomer.org,1,"659 vaduz drive","ha darom",49708,ashdod,israel,33,137.67,"2005-05-26 14:01:05","2005-08-23 21:59:26",5.4848
103,gladys,hamilton,gladys.hamilton@sakilacustomer.org,1,"1177 jelets way","kwara & kogi",3305,ilorin,nigeria,31,146.69,"2005-05-26 12:40:23","2005-08-23 22:43:07",5.3871
104,rita,graham,rita.graham@sakilacustomer.org,1,"1386 yangor avenue",provence-alpes-cte,80720,toulon,france,24,92.76,"2005-05-26 02:26:23","2005-08-22 15:52:57",4.9583
105,dawn,sullivan,dawn.sullivan@sakilacustomer.org,1,"454 nakhon sawan boulevard",funafuti,76383,funafuti,tuvalu,26,120.74,"2005-05-27 01:18:57","2005-08-23 14:27:07",5.5000
106,connie,wallace,connie.wallace@sakilacustomer.org,1,"1867 san juan bautista tuxtepec avenue",ivanovo,78311,ivanovo,"russian federation",23,100.77,"2005-05-28 07:53:38","2005-08-22 14:27:37",5.0435
107,florence,woods,florence.woods@sakilacustomer.org,1,"1532 dzerzinsk way","buenos aires",9599,merlo,argentina,28,124.72,"2005-05-26 03:11:12","2005-08-23 05:01:13",5.2500
108,tracy,cole,tracy.cole@sakilacustomer.org,1,"1002 ahmadnagar manor",mxico,93026,huixquilucan,mexico,29,127.71,"2005-05-25 17:54:12","2005-08-23 20:45:53",4.6897
109,edna,west,edna.west@sakilacustomer.org,1,"682 junan way","north west",30418,klerksdorp,"south africa",26,107.74,"2005-05-26 07:27:57","2005-08-23 09:23:36",5.5000
110,tiffany,jordan,tiffany.jordan@sakilacustomer.org,1,"804 elista drive",hubei,61069,enshi,china,14,59.86,"2005-05-28 03:10:10","2005-08-22 22:28:36",4.3571
111,carmen,owens,carmen.owens@sakilacustomer.org,1,"1378 alvorada avenue","distrito federal",75834,caracas,venezuela,25,94.75,"2005-05-28 02:06:37","2005-08-22 15:26:36",5.0000
112,rosa,reynolds,rosa.reynolds@sakilacustomer.org,1,"793 cam ranh avenue",california,87057,lancaster,"united states",30,133.70,"2005-05-27 11:47:04","2005-08-23 12:47:05",4.9333
113,cindy,fisher,cindy.fisher@sakilacustomer.org,1,"1079 tel aviv-jaffa boulevard",sucre,10885,cumaná,venezuela,29,113.71,"2005-05-28 02:52:14","2005-08-23 13:18:16",5.0000
114,grace,ellis,grace.ellis@sakilacustomer.org,1,"442 rae bareli place",nordrhein-westfalen,24321,duisburg,germany,32,134.68,"2005-05-26 07:59:37","2005-08-23 22:42:48",4.1250
115,wendy,harrison,wendy.harrison@sakilacustomer.org,1,"1107 nakhon sawan avenue",mxico,75149,nezahualcóyotl,mexico,29,88.71,"2005-05-30 11:20:27","2005-08-23 00:57:12",4.7586
116,victoria,gibson,victoria.gibson@sakilacustomer.org,1,"544 malmö parkway","central java",63502,pemalang,indonesia,27,111.73,"2005-05-31 08:04:17","2005-08-22 04:44:09",4.4074
117,edith,mcdonald,edith.mcdonald@sakilacustomer.org,1,"1967 sincelejo place",gujarat,73644,gandhinagar,india,19,71.81,"2005-05-29 02:18:54","2005-08-23 00:26:52",3.9474
118,kim,cruz,kim.cruz@sakilacustomer.org,1,"333 goiânia way",texas,78625,"grand prairie","united states",21,82.79,"2005-05-27 05:39:03","2005-08-23 11:33:25",5.0476
119,sherry,marshall,sherry.marshall@sakilacustomer.org,1,"1987 coacalco de berriozábal loop",al-qalyubiya,96065,"shubra al-khayma",egypt,34,153.66,"2005-05-25 09:41:01","2005-08-23 21:52:56",5.2647
120,sylvia,ortiz,sylvia.ortiz@sakilacustomer.org,1,"241 mosul lane",risaralda,76157,"dos quebradas",colombia,31,138.69,"2005-05-25 09:47:31","2005-08-22 06:49:15",5.3871
121,josephine,gomez,josephine.gomez@sakilacustomer.org,1,"211 chiayi drive","uttar pradesh",58186,etawah,india,26,109.74,"2005-05-26 09:24:26","2005-08-23 22:20:26",5.1154
122,thelma,murray,thelma.murray@sakilacustomer.org,1,"1175 tanauan way",lima,64615,lima,peru,32,126.68,"2005-05-30 01:43:31","2005-08-21 19:51:09",4.5313
123,shannon,freeman,shannon.freeman@sakilacustomer.org,1,"117 boa vista way","uttar pradesh",6804,"varanasi (benares)",india,24,100.76,"2005-05-30 23:47:56","2005-08-23 13:51:57",5.5833
124,sheila,wells,sheila.wells@sakilacustomer.org,0,"848 tafuna manor",kütahya,45142,kütahya,turkey,18,73.82,"2005-05-29 13:23:26","2005-08-23 21:45:02",5.2778
125,ethel,webb,ethel.webb@sakilacustomer.org,1,"569 baicheng lane",gauteng,60304,boksburg,"south africa",32,135.68,"2005-05-26 05:30:03","2005-08-22 10:14:39",5.1563
126,ellen,simpson,ellen.simpson@sakilacustomer.org,1,"1666 qomsheh drive","são paulo",66255,poá,brazil,28,117.72,"2005-05-25 00:00:40","2005-08-23 21:02:43",5.0000
127,elaine,stevens,elaine.stevens@sakilacustomer.org,1,"801 hagonoy drive",smolensk,8439,smolensk,"russian federation",24,107.76,"2005-05-27 19:30:33","2005-08-23 11:40:30",5.3750
128,marjorie,tucker,marjorie.tucker@sakilacustomer.org,1,"1050 garden grove avenue",slaskie,4999,jastrzebie-zdrój,poland,32,127.68,"2005-05-30 07:13:14","2005-08-23 15:25:27",4.8750
129,carrie,porter,carrie.porter@sakilacustomer.org,1,"1854 tieli street",shandong,15819,liaocheng,china,34,124.66,"2005-06-16 15:34:41","2005-08-22 06:46:59",5.0000
130,charlotte,hunter,charlotte.hunter@sakilacustomer.org,1,"758 junan lane",gois,82639,"águas lindas de goiás",brazil,24,93.76,"2005-05-24 22:53:30","2005-08-23 13:29:08",5.1667
131,monica,hicks,monica.hicks@sakilacustomer.org,1,"1752 são leopoldo parkway",taka-karpatia,14014,mukatševe,ukraine,30,128.70,"2005-05-25 08:26:13","2005-08-23 22:20:40",4.5333
132,esther,crawford,esther.crawford@sakilacustomer.org,1,"898 belém manor","free state",49757,botshabelo,"south africa",28,95.72,"2005-06-16 23:53:42","2005-08-23 16:30:55",4.6071
133,pauline,henry,pauline.henry@sakilacustomer.org,1,"261 saint louis way","coahuila de zaragoza",83401,torreón,mexico,27,98.73,"2005-05-26 17:09:53","2005-08-23 21:07:59",4.7037
134,emma,boyd,emma.boyd@sakilacustomer.org,1,"765 southampton drive",al-qalyubiya,4285,qalyub,egypt,23,94.77,"2005-05-27 07:33:54","2005-08-23 19:42:46",4.4348
135,juanita,mason,juanita.mason@sakilacustomer.org,1,"943 johannesburg avenue",maharashtra,5892,pune,india,29,109.71,"2005-05-25 11:35:18","2005-08-23 17:42:00",5.4483
136,anita,morales,anita.morales@sakilacustomer.org,1,"788 atšinsk street",karnataka,81691,hubli-dharwad,india,15,62.85,"2005-05-31 21:20:09","2005-08-23 00:34:28",5.0667
137,rhonda,kennedy,rhonda.kennedy@sakilacustomer.org,1,"1749 daxian place",gelderland,11044,apeldoorn,netherlands,39,194.61,"2005-05-30 12:13:52","2005-08-23 21:56:04",6.0000
138,hazel,warren,hazel.warren@sakilacustomer.org,1,"1587 sullana lane","inner mongolia",85769,hohhot,china,34,110.66,"2005-05-28 03:53:26","2005-08-23 02:39:56",4.0882
139,amber,dixon,amber.dixon@sakilacustomer.org,1,"1029 dzerzinsk manor",ynlin,57519,touliu,taiwan,27,113.73,"2005-06-14 23:42:56","2005-08-23 12:12:05",5.0370
140,eva,ramos,eva.ramos@sakilacustomer.org,1,"1666 beni-mellal place",tennessee,13377,clarksville,"united states",18,83.82,"2005-06-16 04:51:18","2005-08-23 15:47:02",5.3333
141,debbie,reyes,debbie.reyes@sakilacustomer.org,1,"928 jaffna loop",hiroshima,93762,fukuyama,japan,32,130.68,"2005-05-30 12:44:57","2005-08-23 19:45:25",4.4375
142,april,burns,april.burns@sakilacustomer.org,1,"483 ljubertsy parkway",scotland,60562,dundee,"united kingdom",25,93.75,"2005-05-25 00:09:02","2005-08-23 01:46:35",4.8800
143,leslie,gordon,leslie.gordon@sakilacustomer.org,1,"374 bat yam boulevard",kilis,97700,kilis,turkey,22,89.78,"2005-05-26 10:14:09","2005-08-23 21:54:02",4.9091
144,clara,shaw,clara.shaw@sakilacustomer.org,1,"1027 songkhla manor",minsk,30861,molodetšno,belarus,42,195.58,"2005-05-27 00:49:27","2005-08-23 12:43:30",5.5952
145,lucille,holmes,lucille.holmes@sakilacustomer.org,1,"999 sanaa loop",gauteng,3439,soshanguve,"south africa",28,108.72,"2005-05-28 01:05:25","2005-08-21 10:15:20",4.2500
